ImageId,EncodedPixels
test_mask_215,21799 5 21805 2 21810 3 22041 24 22291 24 22540 22 22790 22 23041 20 23291 19 23541 19 23790 20 24033 27 24283 27 24533 26 24783 26 25034 24 25284 24 25534 24 25784 23 26033 21 26283 20 26533 19 26783 17 27033 12 27049 1 27283 12 27533 12 27783 13 28033 13 28048 1 28283 13 28298 2 28533 13 28549 1 28783 12 29034 9 29284 5 29290 1 29533 5 29783 5 30033 5 30284 4 30535 2 31535 1 31543 2 31784 3 31791 10 32033 4 32040 1 32042 10 32284 3 32291 7 32299 1 32534 3 32540 6 32784 3 32790 5 33035 1 33041 5 33048 1 33291 10 33534 3 33539 13 33783 19 34033 18 34283 18 34533 15 34549 1 34783 14 35034 13 35284 14 35533 14 35776 4 35782 15 36025 24 36275 22 36525 21 36776 20 37027 4 37032 14 37276 5 37282 15 37525 22 37774 23 38024 22 38274 22 38525 21 38775 21 39025 23 39275 24 39525 21 39774 20 40025 20 40275 20 40525 19 40775 20 41025 22 41275 22 41525 22 41775 18 41822 5 42027 3 42031 13 42066 2 42071 35 42278 2 42282 13 42316 47 42529 1 42532 16 42565 48 42778 2 42782 16 42815 48 43027 3 43032 17 43065 49 43277 3 43282 18 43307 1 43314 50 43532 22 43555 6 43563 51 43782 83 44032 88 44283 87 44533 88 44783 88 45033 88 45283 87 45533 87 45784 85 46034 85 46285 81 46539 76 46789 77 47039 78 47289 77 47540 76 47790 76 48041 73 48292 66 48548 58 48799 57 49049 57 49299 58 49549 57 49800 54 50057 42
test_mask_216,20081 2 20323 13 20338 1 20572 19 20823 16 21072 13 21318 16 21565 18 21814 17 22057 23 22306 25 22556 26 22806 26 23056 25 23306 25 23556 25 23799 32 24048 27 24298 27 24548 27 24798 27 25047 27 25298 27 25547 28 25794 30 26041 32 26291 32 26541 32 26791 32 27041 32 27291 32 27541 32 27791 32 28040 33 28290 33 28540 32 28790 32 29040 32 29290 32 29540 32 29790 31 30040 27 30290 27 30540 27 30790 27 31040 27 31290 27 31540 27 31790 26 32040 26 32290 26 32540 26 32790 26 33040 26 33290 26 33540 26 33790 26 34040 26 34290 26 34540 26 34790 26 35040 26 35290 26 35540 26 35790 26 36040 26 36290 26 36540 26 36790 26 37040 27 37290 28 37540 32 37790 32 38040 33 38291 32 38541 32 38791 32 39040 33 39290 33 39540 34 39790 35 40041 45 40291 48 40541 49 40791 49 41041 54 41291 54 41541 56 41792 64 42047 67 42298 67 42548 69 42798 69 43048 71 43298 71 43548 72 43798 73 44049 73 44299 73 44551 71 44801 71 45051 71 45301 71 45552 70 45805 67 46057 64 46308 63 46559 61 46808 62 47058 63 47308 62 47558 62 47813 57 48064 55 48321 43 48573 40 48823 40 49075 37 49327 34 49579 30 49831 26 50096 3 50100 5
test_mask_217,14081 21 14325 3 14329 24 14355 4 14574 36 14823 36 15073 36 15323 38 15571 42 15815 50 16057 64 16305 67 16549 74 16799 74 17049 76 17299 75 17549 74 17798 77 18044 81 18291 86 18541 84 18791 82 19041 84 19291 84 19541 82 19790 82 20039 73 20287 71 20534 71 20785 70 21035 70 21285 70 21534 71 21783 64 22033 56 22282 50 22533 49 22782 50 23032 49 23282 50 23532 50 23782 49 24032 43 24076 4 24282 42 24532 42 24782 42 25032 42 25282 42 25532 42 25781 43 26028 46 26280 44 26530 43 26778 45 27027 46 27279 44 27530 44 27777 47 28026 48 28277 46 28527 46 28777 46 29027 46 29277 46 29527 46 29776 47 30026 47 30277 46 30527 46 30777 46 31027 46 31277 46 31527 46 31776 47 32026 47 32277 46 32529 44 32777 46 33027 46 33280 43 33529 44 33777 46 34029 44 34282 41 34532 41 34782 41 35032 41 35282 41 35532 41 35782 41 36032 41 36282 41 36532 41 36782 41 37032 41 37282 41 37532 42 37782 42 38033 42 38076 1 38284 46 38535 45 38785 45 39035 1 39037 43 39284 46 39534 3 39539 42 39789 42 40040 49 40291 55 40541 56 40791 55 41041 55 41291 55 41541 56 41792 64 42048 66 42298 69 42549 71 42799 68 43049 68 43299 68 43549 68 43805 62 44057 62 44308 60 44564 52 44814 52 45064 51 45315 50 45565 49 45824 38 46092 11
test_mask_218,16299 4 16305 28 16549 4 16554 37 16798 43 17048 43 17299 42 17542 44 17587 4 17790 57 18033 63 18097 1 18283 65 18533 65 18783 62 19033 63 19283 65 19532 66 19777 64 20025 58 20274 56 20524 56 20768 2 20773 57 21017 5 21023 57 21267 5 21273 58 21517 64 21767 58 22017 55 22266 55 22516 54 22766 53 23016 53 23266 54 23511 1 23516 52 23761 2 23765 52 24010 56 24260 56 24510 55 24759 56 25009 56 25259 56 25509 56 25759 56 26009 56 26259 53 26509 53 26759 56 27009 56 27259 56 27508 57 27758 57 28008 57 28258 56 28508 53 28758 57 29007 58 29253 62 29503 62 29753 62 30002 63 30252 63 30502 63 30752 63 31002 63 31252 63 31502 63 31752 63 32002 63 32252 62 32502 63 32752 63 33002 63 33252 63 33502 63 33751 64 34001 64 34251 64 34501 64 34751 64 35001 64 35251 64 35501 65 35751 66 36001 65 36251 65 36501 65 36751 65 37001 66 37252 65 37501 67 37751 68 38001 70 38251 72 38501 72 38751 72 39002 71 39252 71 39502 72 39751 74 40002 78 40252 85 40502 86 40752 85 41002 86 41253 85 41503 86 41754 93 42007 104 42258 106 42509 105 42759 105 43009 105 43259 106 43509 106 43760 108 44016 105 44266 105 44516 105 44766 105 45016 105 45266 105 45517 103 45767 103 46019 101 46269 1 46272 97 46524 94 46774 94 47024 94 47274 94 47524 93 47775 90 48026 88 48277 86 48531 81 48781 81 49032 80 49282 79 49532 77 49783 74 50039 67 50291 57 50543 53 50794 52 51045 49 51294 49 51545 47 51799 40 52059 24
test_mask_219,14073 30 14316 41 14565 44 14815 43 15065 44 15316 45 15563 50 15808 58 16052 68 16298 74 16548 75 16798 75 17048 76 17297 77 17545 78 17794 81 18041 84 18290 83 18540 83 18790 83 19040 83 19290 83 19539 84 19787 84 20033 79 20283 73 20532 72 20782 72 21032 72 21282 73 21532 66 21600 4 21782 64 22031 51 22086 2 22280 51 22530 51 22779 52 23028 53 23278 53 23527 54 23777 54 24025 49 24275 49 24525 49 24775 49 25025 48 25275 49 25525 49 25775 49 26025 49 26275 49 26525 48 26775 48 27025 48 27275 48 27525 48 27775 48 28024 49 28274 49 28525 48 28775 48 29025 48 29275 48 29524 49 29774 49 30024 49 30274 49 30525 48 30775 48 31025 48 31275 48 31524 49 31774 49 32024 49 32275 48 32525 48 32775 48 33025 48 33275 48 33525 48 33775 48 34025 48 34275 48 34525 48 34775 47 35025 47 35275 48 35525 48 35775 48 36027 46 36280 43 36530 43 36780 43 37031 42 37281 42 37531 42 37781 43 38032 42 38282 46 38532 48 38782 46 38829 1 39033 44 39079 1 39283 44 39328 2 39533 48 39783 48 40035 53 40289 54 40540 55 40790 54 41040 54 41290 55 41540 56 41791 57 42047 63 42298 65 42548 66 42798 66 43048 66 43298 65 43549 60 43801 58 44056 51 44312 45 44565 41 44816 40 45067 35 45317 34 45572 29
test_mask_220,13830 34 14075 41 14323 43 14573 44 14823 44 15073 44 15323 44 15572 48 15820 51 16064 59 16307 67 16556 69 16806 69 17056 68 17307 67 17557 67 17806 68 18055 68 18299 73 18549 72 18799 72 19049 73 19299 73 19548 74 19798 68 20047 57 20291 56 20542 47 20795 44 21045 38 21084 5 21294 45 21543 40 21792 39 22041 33 22290 33 22540 33 22790 33 23040 33 23291 32 23541 32 23790 33 24040 27 24068 3 24290 26 24540 26 24790 26 25040 26 25290 26 25540 26 25790 26 26039 27 26289 26 26539 26 26790 25 27040 25 27290 25 27540 25 27789 26 28035 30 28289 26 28539 26 28789 26 29039 26 29289 26 29539 26 29785 30 30035 30 30286 29 30539 26 30789 26 31039 26 31289 26 31539 26 31787 1 31789 26 32039 26 32290 25 32540 24 32790 24 33040 24 33290 24 33540 24 33790 25 34040 25 34290 25 34540 25 34790 25 35040 25 35290 25 35540 25 35790 25 36040 25 36291 24 36541 24 36791 25 37041 25 37291 25 37541 26 37791 27 38041 30 38292 31 38542 31 38792 31 39042 31 39291 32 39541 33 39791 34 40047 35 40298 39 40548 40 40797 40 41048 40 41298 40 41548 42 41798 49 42050 62 42305 59 42555 60 42805 60 43055 60 43305 60 43555 60 43806 59 44056 59 44307 58 44559 1 44563 52 44809 56 45061 53 45312 52 45562 51 45816 46 46074 33 46328 28 46582 5 46589 9 46832 5 46839 15 47082 5 47089 15 47331 6 47338 16 47581 6 47588 17 47833 1
test_mask_221,
test_mask_222,15825 28 15857 1 16065 48 16307 62 16556 64 16806 65 17056 65 17306 64 17556 65 17805 66 18048 74 18298 74 18547 75 18797 75 19047 75 19297 75 19544 78 19791 79 20040 72 20290 67 20540 66 20790 65 21040 65 21290 65 21540 64 21789 56 22033 49 22283 48 22533 48 22784 47 23034 47 23284 47 23533 48 23783 47 24032 42 24282 42 24532 41 24782 41 25032 41 25282 41 25532 41 25782 41 26032 41 26282 41 26532 41 26782 41 27032 41 27282 41 27532 41 27782 41 28032 41 28282 41 28532 41 28781 42 29031 42 29282 41 29531 42 29781 42 30031 42 30281 42 30531 42 30781 42 31031 42 31281 42 31531 42 31781 41 32031 41 32282 40 32532 40 32781 41 33031 42 33281 42 33531 42 33780 43 34032 40 34282 40 34532 40 34782 40 35032 40 35282 41 35532 41 35782 41 36032 41 36282 41 36532 41 36782 41 37032 41 37282 41 37532 41 37782 41 38033 41 38283 42 38326 2 38533 46 38783 42 38826 1 39033 44 39283 44 39533 47 39784 47 40039 50 40290 56 40540 57 40790 56 41040 56 41290 57 41540 58 41790 67 42042 74 42297 74 42547 74 42797 74 43047 74 43297 75 43548 74 43798 74 44049 75 44305 69 44555 69 44805 69 45055 69 45305 69 45555 68 45807 65 46065 57 46317 54 46572 44 46617 1 46822 44 46867 1 47072 47 47323 46 47573 45 47824 44 48081 32
test_mask_223,16074 36 16316 49 16564 54 16814 54 17064 54 17314 52 17564 51 17809 57 18056 64 18305 65 18550 71 18801 70 19051 70 19301 70 19550 70 19798 67 20048 62 20297 60 20547 57 20797 57 21047 57 21297 58 21544 55 21601 2 21792 49 22041 41 22290 41 22540 41 22790 41 23040 41 23290 41 23540 41 23790 36 23827 3 24039 35 24289 35 24539 34 24789 34 25039 34 25289 34 25537 36 25784 39 26033 40 26283 40 26533 40 26783 40 27033 40 27284 39 27534 39 27783 40 28033 40 28283 39 28533 34 28568 1 28571 1 28783 34 29033 35 29071 1 29283 34 29533 36 29783 36 29820 2 30033 35 30070 1 30283 34 30533 34 30783 34 31033 35 31070 1 31283 35 31320 1 31533 35 31570 1 31783 34 32033 33 32283 33 32533 33 32783 33 33033 33 33283 33 33533 34 33570 1 33783 39 34033 36 34070 1 34284 32 34534 32 34784 32 35034 33 35284 34 35533 38 35783 40 36034 39 36289 34 36539 34 36789 34 37039 34 37289 34 37539 34 37789 34 38040 34 38290 34 38540 34 38790 34 39040 34 39290 35 39540 37 39790 40 40041 47 40292 54 40542 54 40792 54 41042 55 41292 55 41543 55 41797 59 42048 67 42298 72 42549 71 42799 71 43049 72 43298 73 43549 72 43800 72 44055 68 44306 67 44556 67 44806 67 45056 67 45306 67 45556 67 45808 65 46064 58 46315 57 46568 54 46818 54 47067 55 47317 55 47567 55 47822 49 48073 48 48331 33 48588 2 48593 14 48845 11 49097 10 49350 4 49355 1
test_mask_224,12077 29 12108 2 12323 41 12569 49 12817 51 13067 51 13316 53 13562 61 13802 77 14049 81 14298 82 14547 83 14798 82 15048 82 15298 82 15548 82 15797 84 16041 90 16290 92 16540 92 16790 91 17040 90 17290 91 17539 91 17789 91 18034 95 18283 94 18533 93 18783 90 19033 90 19283 93 19533 90 19783 83 20033 71 20282 64 20532 58 20782 59 21032 58 21282 58 21532 57 21782 50 22032 48 22282 42 22532 42 22782 42 23032 42 23282 42 23532 42 23782 42 24032 41 24282 41 24532 41 24781 42 25031 42 25281 42 25531 42 25781 42 26030 43 26281 42 26531 42 26780 43 27029 44 27281 42 27531 42 27781 42 28029 1 28031 42 28282 40 28532 35 28782 34 29032 34 29282 35 29532 37 29570 2 29782 41 30032 41 30282 37 30320 1 30532 36 30570 1 30782 36 30820 1 31032 36 31070 1 31282 35 31320 1 31532 36 31570 1 31782 41 32032 40 32282 40 32533 39 32783 36 32820 2 33033 36 33070 2 33283 39 33533 40 33783 40 34033 40 34284 39 34535 38 34785 38 35035 38 35286 37 35535 38 35785 39 36039 35 36290 34 36540 34 36790 34 37040 34 37290 34 37540 34 37790 35 38041 38 38292 39 38543 38 38794 37 39045 35 39295 34 39547 32 39798 33 40049 38 40300 40 40551 43 40803 38 41054 37 41304 37 41555 37 41806 40 42059 1 42061 2 42064 35 42316 33 42571 28 42821 28 43071 28 43322 27 43579 13 43595 3 43833 7
test_mask_225,14347 2 14350 2 14355 1 14597 5 14605 4 14847 6 14854 4 15097 2 15101 1 15105 4 15348 5 15355 4 15595 17 15837 28 16075 45 16321 51 16570 54 16817 58 17066 57 17317 56 17565 58 17814 59 18058 65 18306 67 18556 66 18806 66 19056 67 19306 67 19556 66 19806 65 20050 62 20299 57 20549 55 20799 54 21048 50 21299 49 21351 3 21548 49 21798 41 22044 2 22047 34 22293 38 22542 39 22793 37 23043 37 23295 36 23544 37 23792 32 24041 32 24291 32 24540 33 24790 33 25041 32 25291 32 25541 32 25790 33 26040 33 26290 33 26540 32 26790 32 27040 32 27290 32 27540 32 27790 32 28040 32 28290 27 28540 26 28790 26 29040 26 29290 26 29540 26 29790 27 30040 26 30290 26 30540 26 30790 26 31040 26 31290 26 31540 26 31790 26 32040 26 32290 26 32540 26 32790 26 33040 26 33290 26 33540 26 33790 26 34040 26 34291 25 34541 25 34791 25 35041 25 35291 25 35541 26 35791 31 36041 31 36291 31 36541 32 36791 32 37041 32 37291 32 37541 32 37791 32 38043 30 38297 27 38547 28 38797 27 39048 27 39298 27 39548 30 39798 32 40049 38 40299 41 40341 2 40550 46 40799 46 41049 47 41299 47 41549 48 41802 1 41805 51 42056 59 42306 64 42556 64 42806 64 43056 65 43306 65 43557 64 43808 64 44064 58 44315 57 44568 54 44818 54 45068 54 45318 54 45568 54 45824 48 46081 39 46335 1 46338 27 46591 23 46841 23 47091 2 47096 19 47341 1 47347 18 47597 17 47850 1 47855 2 47863 1
test_mask_226,13831 22 14075 2 14079 31 14323 41 14573 42 14822 43 15072 42 15322 43 15567 49 15618 1 15814 57 16056 67 16302 1 16305 74 16549 81 16799 81 17049 81 17300 80 17549 81 17798 82 18047 83 18291 89 18541 88 18791 88 19041 89 19291 89 19541 88 19791 82 20040 73 20289 71 20539 67 20789 66 21039 66 21289 66 21537 67 21785 62 22033 50 22085 3 22283 49 22533 48 22783 48 23033 48 23283 48 23533 48 23782 49 24032 42 24079 1 24282 42 24532 42 24782 42 25032 42 25282 42 25532 42 25782 42 26031 43 26281 42 26532 41 26781 42 27031 42 27281 42 27532 42 27781 43 28027 47 28281 42 28531 42 28780 43 29029 44 29280 43 29530 43 29777 1 29779 44 30027 46 30280 43 30530 43 30779 44 31029 44 31281 42 31531 42 31777 46 31943 1 32029 1 32031 42 32193 1 32281 42 32531 42 32781 42 33031 42 33281 42 33531 42 33781 42 34032 41 34282 41 34532 40 34782 41 35032 41 35282 41 35532 41 35782 41 36032 41 36283 40 36533 40 36783 40 37033 40 37283 40 37533 40 37783 41 38035 39 38076 1 38289 41 38539 41 38790 40 39040 40 39290 40 39540 41 39790 41 40041 48 40292 54 40543 53 40793 53 41043 53 41293 53 41544 53 41797 57 42048 66 42300 65 42551 65 42801 65 43055 61 43301 1 43305 60 43555 60 43806 59 44058 56 44314 50 44566 47 44816 47 45067 44 45317 45 45568 40 45832 14 45847 4
test_mask_227,20065 33 20313 36 20557 43 20808 41 21058 41 21307 43 21555 46 21799 52 22048 51 22297 51 22547 51 22797 51 23047 50 23297 50 23544 52 23791 50 24040 49 24290 48 24540 48 24790 48 25040 48 25290 48 25539 49 25788 45 26033 49 26283 48 26533 48 26783 48 27033 48 27283 48 27533 48 27783 43 27827 3 28032 42 28282 42 28532 41 28782 41 29032 41 29282 41 29532 41 29782 41 30032 41 30282 41 30532 41 30782 40 31032 40 31282 41 31532 41 31781 42 32031 42 32281 42 32531 41 32781 42 33030 43 33280 43 33529 44 33776 47 34026 47 34277 46 34527 46 34776 47 35026 47 35276 48 35526 48 35775 49 36025 50 36076 4 36276 55 36526 55 36776 54 37026 54 37276 54 37525 55 37775 56 38025 59 38275 63 38525 62 38775 61 39025 61 39275 62 39525 63 39775 64 40025 71 40275 72 40525 72 40776 71 41026 71 41275 72 41525 74 41775 80 42026 85 42277 86 42527 87 42777 87 43027 89 43276 92 43526 94 43777 96 44031 96 44282 96 44531 97 44782 96 45032 97 45282 98 45532 98 45782 99 46032 99 46282 103 46532 103 46782 103 47033 103 47283 103 47533 104 47783 104 48034 104 48286 102 48539 100 48789 100 49039 102 49289 104 49539 105 49790 105 50041 105 50291 105 50541 106 50791 106 51041 111 51291 111 51542 110 51797 104 52048 101 52299 99 52549 99 52799 100 53049 101 53299 101 53550 99 53806 91 54057 89 54308 88 54559 87 54809 87 55059 88 55308 89 55558 88 55810 2 55813 83 56064 82 56317 79 56567 78 56817 78 57067 78 57316 79 57568 76 57822 72 58075 67 58330 59 58586 53 58834 55 59089 49 59340 47 59589 4 59595 40 59637 1 59847 40 60105 4 60112 19 60378 2
test_mask_228,11833 20 12073 37 12319 45 12567 48 12816 49 13066 51 13316 52 13564 57 13808 66 14056 69 14305 70 14555 70 14805 70 15055 70 15305 70 15555 72 15805 73 16050 79 16299 81 16548 82 16799 81 17049 80 17299 80 17549 80 17799 80 18048 79 18298 75 18548 74 18798 74 19048 74 19298 75 19548 75 19797 67 20043 39 20292 39 20543 37 20793 37 21043 37 21293 38 21543 32 21576 4 21792 32 22041 32 22291 31 22541 31 22791 31 23042 31 23292 31 23542 30 23792 29 24041 25 24292 24 24542 23 24792 23 25043 23 25293 23 25543 23 25792 24 26042 24 26292 23 26543 22 26796 19 27047 18 27297 18 27543 1 27547 18 27793 1 27797 18 28047 18 28297 18 28547 18 28798 17 29048 17 29298 17 29548 17 29797 18 30048 17 30298 17 30549 15 30800 15 31050 15 31299 15 31549 15 31798 17 32048 17 32299 16 32549 15 32799 16 33049 15 33300 13 33550 15 33799 16 34049 16 34299 16 34550 15 34800 15 35050 15 35300 15 35550 15 35800 16 36056 9 36306 9 36557 8 36807 8 37059 7 37309 7 37560 5 40331 2
test_mask_229,12083 5 12092 3 12325 1 12327 22 12350 3 12573 30 12605 1 12820 36 13072 35 13322 35 13359 1 13565 49 13805 64 14052 68 14299 71 14549 71 14799 71 15049 71 15300 70 15549 72 15798 74 16042 81 16290 84 16540 84 16790 83 17040 84 17290 84 17540 83 17788 85 18033 89 18283 88 18533 88 18783 88 19033 88 19283 89 19533 88 19782 82 20031 73 20280 68 20528 67 20777 64 21027 63 21277 63 21527 62 21776 57 22025 52 22078 1 22275 49 22525 49 22775 49 23025 49 23275 49 23525 49 23774 50 24024 49 24274 49 24524 49 24774 49 25024 49 25274 49 25524 49 25773 50 26017 56 26269 54 26523 50 26769 1 26772 51 27018 55 27269 1 27271 52 27519 54 27767 56 28017 56 28267 56 28517 55 28767 55 29017 55 29267 55 29517 56 29767 56 30017 55 30267 55 30517 55 30767 55 31017 55 31267 55 31517 55 31767 55 32017 55 32267 55 32517 55 32767 55 33017 55 33267 55 33517 55 33767 55 34017 52 34070 1 34267 50 34517 50 34767 50 35017 50 35267 50 35517 52 35570 1 35767 55 36017 53 36269 48 36318 1 36519 48 36768 49 37019 1 37021 46 37269 1 37272 47 37320 2 37519 53 37767 56 38023 50 38274 49 38524 49 38774 49 39024 49 39274 50 39524 50 39774 51 40025 62 40275 64 40525 65 40775 65 41025 65 41275 66 41342 1 41525 71 41775 73 42031 80 42282 81 42532 82 42782 82 43032 82 43282 82 43532 81 43783 80 44034 79 44286 76 44539 73 44789 72 45040 71 45290 71 45540 69 45791 66 46047 59 46299 53 46553 45 46803 45 47051 1 47055 43 47306 42 47551 1 47556 41 47807 4 47814 27 48068 20
test_mask_230,16316 11 16557 3 16564 18 16806 28 17056 28 17306 27 17549 36 17793 1 17797 39 17839 1 18041 51 18290 53 18539 55 18789 56 19039 57 19289 59 19535 61 19783 61 20027 56 20275 56 20525 56 20775 56 21025 56 21275 56 21524 57 21774 50 22017 56 22267 55 22517 55 22767 55 23017 55 23267 56 23517 56 23766 52 24016 50 24266 50 24516 49 24766 49 25011 1 25016 49 25261 1 25265 51 25511 54 25760 55 26009 56 26259 56 26509 56 26759 56 27009 56 27259 56 27509 56 27759 56 28008 57 28258 55 28508 52 28758 52 29008 55 29258 55 29506 57 29753 60 30002 62 30252 61 30502 60 30752 61 31002 61 31252 61 31502 61 31752 61 32002 60 32252 60 32502 60 32752 60 33002 60 33252 61 33502 61 33751 62 34001 62 34251 62 34501 63 34751 64 35001 64 35251 64 35501 64 35751 65 36001 64 36251 64 36501 64 36751 64 37001 64 37251 65 37501 65 37751 66 38001 67 38251 68 38501 69 38751 68 39001 68 39251 69 39501 72 39751 73 40001 79 40251 86 40501 86 40752 80 40835 2 41002 86 41252 86 41502 87 41752 95 42002 109 42253 110 42506 108 42757 107 43008 106 43258 106 43509 106 43759 107 44009 110 44259 109 44510 108 44760 109 45010 108 45261 106 45512 103 45766 99 46017 97 46267 97 46517 97 46767 97 47017 97 47267 97 47517 96 47770 93 48024 88 48275 81 48525 81 48775 81 49025 81 49275 81 49526 79 49782 68 50033 65 50285 55 50540 44 50790 43 51040 43 51290 41 51542 39 51793 33 52051 21
test_mask_231,13828 36 14072 45 14320 49 14566 55 14816 55 15066 54 15316 54 15564 58 15809 2 15813 60 16056 73 16299 82 16548 85 16798 83 17048 85 17298 83 17548 83 17797 84 18042 89 18291 89 18540 90 18790 90 19040 90 19290 90 19540 89 19790 83 20035 77 20283 73 20533 73 20783 72 21033 72 21283 72 21533 71 21783 64 22032 51 22085 3 22282 50 22532 49 22782 49 23032 49 23282 49 23532 49 23782 49 24029 45 24279 45 24529 45 24777 47 25027 46 25278 46 25527 47 25776 48 26025 48 26275 48 26525 48 26775 48 27025 48 27275 48 27525 48 27775 48 28025 48 28275 48 28525 48 28775 48 29025 48 29275 48 29525 48 29775 48 30025 48 30275 48 30525 44 30570 2 30775 44 30820 1 31025 44 31070 1 31275 44 31320 2 31525 47 31775 47 32025 47 32275 47 32525 46 32775 46 33025 47 33275 48 33525 48 33775 48 34025 48 34275 48 34525 47 34775 47 35025 48 35275 48 35525 48 35775 48 36025 48 36276 47 36526 47 36776 47 37026 47 37276 47 37525 48 37775 48 38031 43 38282 47 38532 48 38782 47 39032 48 39282 48 39532 48 39782 49 40033 56 40283 63 40533 63 40783 63 41033 64 41283 64 41533 65 41602 1 41784 73 42040 81 42290 83 42540 83 42666 1 42790 83 43040 84 43160 1 43290 87 43409 4 43541 87 43659 3 43791 90 43909 2 44047 93 44144 2 44151 3 44160 2 44298 93 44393 4 44400 4 44409 2 44548 100 44650 3 44659 2 44798 100 44900 3 45048 105 45298 105 45549 98 45803 89 45893 2 46057 83 46309 80 46564 73 46814 73 47064 74 47314 74 47565 71 47816 69 48067 67 48331 44 48596 18 48616 5 48847 16 49100 7 49109 1 49351 6 49601 6 49855 1
test_mask_232,8668 2 8683 1 8691 2 8917 4 8925 6 8932 6 8941 2 8950 1 9166 6 9173 15 9190 4 9199 2 9417 4 9423 5 9429 1 9432 3 9440 5 9449 2 9652 1 9658 45 9886 83 9972 1 10127 99 10370 107 10617 114 10866 116 11116 117 11365 118 11612 121 11853 133 12097 142 12345 145 12594 146 12844 146 13095 145 13345 146 13589 152 13831 160 14079 162 14324 167 14573 174 14823 174 15073 174 15324 168 15573 169 15822 170 16066 177 16313 184 16559 2 16563 185 16809 190 17059 189 17309 189 17557 190 17806 188 18055 192 18299 198 18549 199 18799 199 19049 199 19299 198 19548 199 19798 198 20044 1 20046 198 20291 89 20385 2 20391 103 20541 86 20650 96 20792 81 20875 2 20902 95 21042 79 21126 1 21155 92 21292 79 21376 2 21401 2 21404 89 21542 78 21656 86 21791 71 21917 75 22040 65 22175 66 22290 58 22432 59 22540 57 22689 52 22790 56 22941 2 22944 43 23040 56 23198 37 23290 56 23447 5 23454 29 23540 53 23697 4 23705 28 23790 49 23955 28 24037 44 24207 4 24213 6 24221 5 24229 2 24286 45 24536 38 24576 4 24786 38 24828 2 25036 38 25286 38 25328 2 25536 39 25576 1 25578 2 25785 39 26033 41 26283 40 26533 40 26783 40 27033 40 27283 40 27533 40 27783 40 28033 40 28283 40 28533 40 28783 36 28820 3 29033 36 29070 3 29283 36 29320 3 29533 40 29783 40 30033 40 30283 33 30318 1 30320 2 30533 33 30783 33 31033 33 31283 33 31533 33 31570 1 31783 34 31818 4 32033 39 32283 36 32320 2 32533 34 32570 1 32783 34 33033 34 33283 34 33320 2 33533 40 33783 40 34033 40 34283 40 34534 39 34784 39 35034 39 35284 39 35533 40 35783 41 36034 40 36288 36 36326 1 36539 35 36576 1 36789 35 37039 36 37076 1 37289 36 37326 1 37539 41 37688 19 37789 41 37933 29 38040 42 38083 4 38180 36 38290 49 38426 41 38540 49 38675 44 38790 49 38925 47 39040 49 39174 49 39290 49 39423 52 39540 49 39669 61 39791 55 39917 65 40042 63 40106 3 40161 72 40296 67 40407 76 40547 66 40657 76 40797 65 40905 79 41047 66 41154 80 41297 67 41403 81 41547 73 41649 86 41798 79 41893 94 42049 192 42299 192 42550 191 42800 190 43050 190 43300 190 43550 3 43555 185 43806 185 44057 184 44308 182 44563 177 44813 178 45063 178 45313 177 45563 177 45814 176 46070 170 46323 165 46574 163 46824 163 47074 163 47324 163 47575 162 47826 161 48079 158 48337 147 48595 138 48846 137 49097 136 49347 135 49597 134 49849 128 50105 119 50370 97 50472 1 50629 83 50883 77 51135 75 51385 75 51636 71 51896 2 51903 50 52193 1
test_mask_233,16066 7 16299 41 16549 44 16798 49 17048 55 17299 55 17548 57 17795 60 18041 67 18290 70 18539 74 18790 73 19040 73 19290 73 19539 73 19785 76 20032 73 20282 71 20531 71 20781 72 21031 72 21279 75 21528 74 21776 64 22025 56 22275 51 22329 1 22524 51 22774 51 23024 51 23078 1 23274 56 23524 56 23774 51 24023 51 24272 52 24522 51 24769 1 24771 52 25017 56 25267 56 25517 56 25767 57 26017 56 26267 56 26517 56 26767 56 27017 56 27267 56 27517 56 27767 56 28017 56 28267 56 28517 56 28767 56 29017 56 29266 57 29516 57 29766 57 30016 57 30266 57 30516 57 30766 57 31016 57 31266 57 31516 57 31766 57 32016 57 32266 57 32516 57 32766 57 33016 57 33266 57 33516 57 33766 57 34016 57 34267 55 34517 55 34767 55 35017 56 35267 56 35517 56 35766 57 36017 56 36267 56 36517 56 36767 56 37017 56 37267 56 37517 56 37767 56 38017 57 38267 57 38326 1 38517 58 38576 1 38767 57 39018 57 39268 57 39328 1 39521 59 39771 60 40024 65 40274 72 40524 73 40774 72 41024 72 41275 72 41525 73 41775 80 42027 85 42281 83 42532 82 42782 82 43032 83 43282 83 43532 82 43782 83 44034 81 44286 79 44539 75 44790 74 45040 74 45290 74 45540 73 45792 69 46049 58 46306 48 46558 41 46809 41 47059 1 47064 37 47308 2 47314 38 47565 36 47817 2 47820 18
